symbol,CVSAId,category,market,currency,settlPeriod,lotSize,minimumSize,block,isin,instrumentStatus,issuer,securityDescription,tickPriceId
ERJD,8515,23-CEDEARS,CT,USD,0002,1.0000000,1.00000,0,ARBCOM460291,2,0537-BANCO COMAFI S.A.,CEDEAR EMBRAER,Tick_Acciones_Lider_CEDEAR
AIGD,8069,23-CEDEARS,CT,USD,0002,1.0000000,1.00000,0,ARDEUT110640,0,0383-DEUTSCHE BANK S.A.,CEDEAR AMERICAN INTERNATIONAL,Tick_Acciones_Lider_CEDEAR
MSIC,8034,23-CEDEARS,CT,EXT,0002,1.0000000,1.00000,0,ARDEUT110301,0,0383-DEUTSCHE BANK S.A.,CEDEAR MOTOROLA SOLUTIONES INC,Tick_Acciones_Lider_CEDEAR
HLC,8419,23-CEDEARS,CT,EXT,0002,1.0000000,1.00000,0,ARDEUT115417,0,0383-DEUTSCHE BANK S.A.,CEDEAR HECLA MINING CO.,Tick_Acciones_Lider_CEDEAR
HLD,8419,23-CEDEARS,CT,USD,0002,1.0000000,1.00000,0,ARDEUT115417,0,0383-DEUTSCHE BANK S.A.,CEDEAR HECLA MINING CO.,Tick_Acciones_Lider_CEDEAR
AMX.B,8268,23-CEDEARS,CT,ARS,0002,1.0000000,150.00000,1,ARDEUT112646,0,0383-DEUTSCHE BANK S.A.,"CEDEAR AMERICA MOVIL, S.A.B.DE",Tick_Acciones_Lider_CEDEAR
RTXD,8042,23-CEDEARS,CT,USD,0002,1.0000000,1.00000,0,ARDEUT110384,0,0383-DEUTSCHE BANK S.A.,CEDEAR RTX CORPORATION,Tick_Acciones_Lider_CEDEAR
TENB,8524,23-CEDEARS,CT,ARS,0002,1.0000000,150.00000,1,ARBCOM4602S8,0,0537-BANCO COMAFI S.A.,CEDEAR TENARIS S.A. (ADS),Tick_Acciones_Lider_CEDEAR
TENBD,8524,23-CEDEARS,CT,USD,0002,1.0000000,150.00000,1,ARBCOM4602S8,1,0537-BANCO COMAFI S.A.,CEDEAR TENARIS S.A. (ADS),Tick_Acciones_Lider_CEDEAR
ERJD,8515,23-CEDEARS,CT,USD,0001,1.0000000,1.00000,0,ARBCOM460291,2,0537-BANCO COMAFI S.A.,CEDEAR EMBRAER,Tick_Acciones_Lider_CEDEAR
AMGND,8071,23-CEDEARS,CT,USD,0001,1.0000000,1.00000,0,ARDEUT110665,0,0383-DEUTSCHE BANK S.A.,CEDEAR AMGEN INC.,Tick_Acciones_Lider_CEDEAR
FCXB,8434,23-CEDEARS,CT,ARS,0002,1.0000000,1.00000,1,ARDEUT116076,0,0383-DEUTSCHE BANK S.A.,CEDEAR FREEPORT MCMORAN INC,Tick_Acciones_Lider_CEDEAR
FCXB,8434,23-CEDEARS,CT,ARS,0001,1.0000000,1.00000,1,ARDEUT116076,0,0383-DEUTSCHE BANK S.A.,CEDEAR FREEPORT MCMORAN INC,Tick_Acciones_Lider_CEDEAR
C,8046,23-CEDEARS,CT,ARS,0001,1.0000000,1.00000,0,ARDEUT110426,0,0383-DEUTSCHE BANK S.A.,CEDEAR CITIGROUP,Tick_Acciones_Lider_CEDEAR
C,8046,23-CEDEARS,CT,ARS,0002,1.0000000,1.00000,0,ARDEUT110426,0,0383-DEUTSCHE BANK S.A.,CEDEAR CITIGROUP,Tick_Acciones_Lider_CEDEAR
AAPL,8445,23-CEDEARS,CT,ARS,0001,1.0000000,1.00000,0,ARDEUT116183,0,0383-DEUTSCHE BANK S.A.,CEDEAR APPLE INC.,Tick_Acciones_Lider_CEDEAR
AAPL,8445,23-CEDEARS,CT,ARS,0002,1.0000000,1.00000,0,ARDEUT116183,0,0383-DEUTSCHE BANK S.A.,CEDEAR APPLE INC.,Tick_Acciones_Lider_CEDEAR
LAR,8651,23-CEDEARS,CT,ARS,0002,1.0000000,1.00000,0,AR0527954207,0,0537-BANCO COMAFI S.A.,LITHIUM ARGENTINA AG,Tick_Acciones_Lider_CEDEAR
LARD,8651,23-CEDEARS,CT,USD,0002,1.0000000,1.00000,0,AR0527954207,0,0537-BANCO COMAFI S.A.,LITHIUM ARGENTINA AG,Tick_Acciones_Lider_CEDEAR
LARC,8651,23-CEDEARS,CT,EXT,0002,1.0000000,1.00000,0,AR0527954207,0,0537-BANCO COMAFI S.A.,LITHIUM ARGENTINA AG,Tick_Acciones_Lider_CEDEAR
ORLY,8653,23-CEDEARS,CT,ARS,0001,1.0000000,1.00000,0,AR0876089472,0,0537-BANCO COMAFI S.A.,CEDEAR O'REILLY AUTOMOTIVE INC,Tick_Acciones_Lider_CEDEAR
VALE3,8601,23-CEDEARS,CT,ARS,0002,1.0000000,1.00000,0,ARCAVA4601K9,0,0560-CAJA DE VALORES S.A.,CEDEAR VALE S.A.,Tick_Acciones_Lider_CEDEAR
PETR3,8602,23-CEDEARS,CT,ARS,0002,1.0000000,1.00000,0,ARCAVA4601L7,0,0560-CAJA DE VALORES S.A.,CEDEAR PETROLEO BRASILEIRO S.A,Tick_Acciones_Lider_CEDEAR
BBDC3,8603,23-CEDEARS,CT,ARS,0002,1.0000000,1.00000,0,ARCAVA4601M5,0,0560-CAJA DE VALORES S.A.,CEDEAR BANCO BRADESCO S.A.,Tick_Acciones_Lider_CEDEAR
VAL3D,8601,23-CEDEARS,CT,USD,0002,1.0000000,1.00000,0,ARCAVA4601K9,0,0560-CAJA DE VALORES S.A.,CEDEAR VALE S.A.,Tick_Acciones_Lider_CEDEAR
VAL3C,8601,23-CEDEARS,CT,EXT,0002,1.0000000,1.00000,0,ARCAVA4601K9,0,0560-CAJA DE VALORES S.A.,CEDEAR VALE S.A.,Tick_Acciones_Lider_CEDEAR
ITUB3,8605,23-CEDEARS,CT,ARS,0002,1.0000000,1.00000,0,ARCAVA4601O1,0,0560-CAJA DE VALORES S.A.,CEDEAR BANCO ITAU UNIBANCO SA,Tick_Acciones_Lider_CEDEAR
SUZB3,8611,23-CEDEARS,CT,ARS,0002,1.0000000,1.00000,0,ARCAVA4601V6,0,0560-CAJA DE VALORES S.A.,CEDEAR SUZANO S.A,Tick_Acciones_Lider_CEDEAR
ABEV3,8612,23-CEDEARS,CT,ARS,0002,1.0000000,1.00000,0,ARCAVA4601Y0,0,0560-CAJA DE VALORES S.A.,CEDEAR AMBEV S.A,Tick_Acciones_Lider_CEDEAR
CSNA3,8617,23-CEDEARS,CT,ARS,0002,1.0000000,1.00000,0,ARCAVA460255,0,0560-CAJA DE VALORES S.A.,CEDEAR COMPANHIA SIDERURGICA N,Tick_Acciones_Lider_CEDEAR
BSN,8053,23-CEDEARS,CT,ARS,0002,1.0000000,1.00000,0,ARDEUT110491,0,0383-DEUTSCHE BANK S.A.,DANONE S.A. CEDEAR,Tick_Acciones_Lider_CEDEAR
ADP,8073,23-CEDEARS,CT,ARS,0002,1.0000000,1.00000,0,ARDEUT110681,0,0383-DEUTSCHE BANK S.A.,CEDEAR AUTOMATIC DATA PROCESSI,Tick_Acciones_Lider_CEDEAR
ASR,8406,23-CEDEARS,CT,ARS,0002,1.0000000,1.00000,0,ARDEUT115185,0,0383-DEUTSCHE BANK S.A.,CEDEAR GRUPO AEROPORTUARIO DEL,Tick_Acciones_Lider_CEDEAR
ATAD,8374,23-CEDEARS,CT,ARS,0002,1.0000000,1.00000,0,ARDEUT114089,2,0383-DEUTSCHE BANK S.A.,CEDEAR PJSC TAFNET,Tick_Acciones_Lider_CEDEAR
BAYN,8246,23-CEDEARS,CT,ARS,0002,1.0000000,1.00000,0,ARDEUT112414,0,0383-DEUTSCHE BANK S.A.,CEDEAR BAYER AG,Tick_Acciones_Lider_CEDEAR
CAR,8087,23-CEDEARS,CT,ARS,0002,1.0000000,1.00000,0,ARDEUT110822,0,0383-DEUTSCHE BANK S.A.,CEDEAR AVIS BUDGET GROUP INC,Tick_Acciones_Lider_CEDEAR
E,8265,23-CEDEARS,CT,ARS,0002,1.0000000,1.00000,0,ARDEUT112612,0,0383-DEUTSCHE BANK S.A.,CEDEAR ENI SPA-ADR,Tick_Acciones_Lider_CEDEAR
EOAN,8216,23-CEDEARS,CT,ARS,0002,1.0000000,1.00000,0,ARDEUT112109,0,0383-DEUTSCHE BANK S.A.,CEDEAR E.ON SE,Tick_Acciones_Lider_CEDEAR
ERIC,8056,23-CEDEARS,CT,ARS,0002,1.0000000,1.00000,0,ARDEUT110525,0,0383-DEUTSCHE BANK S.A.,CEDEAR L.M. ERICSSON TELEPHONE,Tick_Acciones_Lider_CEDEAR
FMCC,8238,23-CEDEARS,CT,ARS,0002,1.0000000,1.00000,0,ARDEUT112323,0,0383-DEUTSCHE BANK S.A.,CEDEAR FREDDIE MAC (F.H.L.M.C.,Tick_Acciones_Lider_CEDEAR
FNMA,8102,23-CEDEARS,CT,ARS,0002,1.0000000,1.00000,0,ARDEUT110970,0,0383-DEUTSCHE BANK S.A.,CEDEAR FED.NATI.MORT.ASSOC.-FA,Tick_Acciones_Lider_CEDEAR
KGC,8417,23-CEDEARS,CT,ARS,0002,1.0000000,1.00000,0,ARDEUT115391,0,0383-DEUTSCHE BANK S.A.,CEDEAR KINROSS GOLD CORP,Tick_Acciones_Lider_CEDEAR
LYG,8250,23-CEDEARS,CT,ARS,0002,1.0000000,1.00000,0,ARDEUT112513,0,0383-DEUTSCHE BANK S.A.,CEDEAR LLOYDS BANKING GROUP PL,Tick_Acciones_Lider_CEDEAR
MFG,8395,23-CEDEARS,CT,ARS,0002,1.0000000,1.00000,0,ARDEUT114733,0,0383-DEUTSCHE BANK S.A.,CEDEAR MIZUHO FINANCIAL GROUP,Tick_Acciones_Lider_CEDEAR
MSI,8034,23-CEDEARS,CT,ARS,0002,1.0000000,1.00000,0,ARDEUT110301,0,0383-DEUTSCHE BANK S.A.,CEDEAR MOTOROLA SOLUTIONES INC,Tick_Acciones_Lider_CEDEAR
NGG,8266,23-CEDEARS,CT,ARS,0002,1.0000000,1.00000,0,ARDEUT112620,0,0383-DEUTSCHE BANK S.A.,CEDEARS DE NATIONAL GRID PLC,Tick_Acciones_Lider_CEDEAR
TENBC,8524,23-CEDEARS,CT,EXT,0002,1.0000000,150.00000,1,ARBCOM4602S8,1,0537-BANCO COMAFI S.A.,CEDEAR TENARIS S.A. (ADS),Tick_Acciones_Lider_CEDEAR
MFGC,8395,23-CEDEARS,CT,EXT,0002,1.0000000,1.00000,0,ARDEUT114733,0,0383-DEUTSCHE BANK S.A.,CEDEAR MIZUHO FINANCIAL GROUP,Tick_Acciones_Lider_CEDEAR
ORCLD,8142,23-CEDEARS,CT,USD,0002,1.0000000,1.00000,0,ARDEUT111374,0,0383-DEUTSCHE BANK S.A.,CEDEAR ORACLE CORPORATION,Tick_Acciones_Lider_CEDEAR
MELDB,8444,23-CEDEARS,CT,USD,0002,1.0000000,150.00000,1,ARDEUT116175,0,0383-DEUTSCHE BANK S.A.,CEDEAR MERCADOLIBRE INC.,Tick_Acciones_Lider_CEDEAR
MELCB,8444,23-CEDEARS,CT,EXT,0002,1.0000000,150.00000,1,ARDEUT116175,0,0383-DEUTSCHE BANK S.A.,CEDEAR MERCADOLIBRE INC.,Tick_Acciones_Lider_CEDEAR
FCXD,8434,23-CEDEARS,CT,USD,0002,1.0000000,1.00000,0,ARDEUT116076,0,0383-DEUTSCHE BANK S.A.,CEDEAR FREEPORT MCMORAN INC,Tick_Acciones_Lider_CEDEAR
BNGD,8399,23-CEDEARS,CT,USD,0002,1.0000000,1.00000,0,ARDEUT115029,0,0383-DEUTSCHE BANK S.A.,CEDEAR BUNGE LIMITED,Tick_Acciones_Lider_CEDEAR
ADID,8066,23-CEDEARS,CT,USD,0002,1.0000000,1.00000,0,ARDEUT110616,0,0383-DEUTSCHE BANK S.A.,CEDEAR ANALOG DEVICES INC.,Tick_Acciones_Lider_CEDEAR
DED,8095,23-CEDEARS,CT,USD,0002,1.0000000,1.00000,0,ARDEUT110905,0,0383-DEUTSCHE BANK S.A.,CEDEAR DEERE & COMPANY,Tick_Acciones_Lider_CEDEAR
SPOTB,8547,23-CEDEARS,CT,ARS,0002,1.0000000,150.00000,1,ARBCOM460366,0,0537-BANCO COMAFI S.A.,CEDEAR SPOTIFY TECHNOLOGY,Tick_Acciones_Lider_CEDEAR
MAB,8537,23-CEDEARS,CT,ARS,0002,1.0000000,150.00000,1,ARBCOM4603D8,0,0537-BANCO COMAFI S.A.,CEDEAR MASTERCARD INC.,Tick_Acciones_Lider_CEDEAR
BA..B,8011,23-CEDEARS,CT,ARS,0002,1.0000000,150.00000,1,ARDEUT110061,0,0383-DEUTSCHE BANK S.A.,CEDEAR THE BOEING COMPANY ESCR,Tick_Acciones_Lider_CEDEAR
SONYB,8294,23-CEDEARS,CT,ARS,0002,1.0000000,150.00000,1,ARDEUT112984,1,0383-DEUTSCHE BANK S.A.,CEDEAR SONY CORPORATION,Tick_Acciones_Lider_CEDEAR
VALE,8358,23-CEDEARS,CT,ARS,0001,1.0000000,1.00000,0,ARDEUT113925,0,0383-DEUTSCHE BANK S.A.,CEDEAR VALE,Tick_Acciones_Lider_CEDEAR
VALE,8358,23-CEDEARS,CT,ARS,0002,1.0000000,1.00000,0,ARDEUT113925,0,0383-DEUTSCHE BANK S.A.,CEDEAR VALE,Tick_Acciones_Lider_CEDEAR
HMC.D,8291,23-CEDEARS,CT,USD,0002,1.0000000,1.00000,0,ARDEUT112950,0,0383-DEUTSCHE BANK S.A.,CEDEAR HONDA MOTOR CO. LTD.,Tick_Acciones_Lider_CEDEAR
BKR,8647,23-CEDEARS,CT,ARS,0002,1.0000000,1.00000,0,AR0302010498,0,0537-BANCO COMAFI S.A.,CEDEAR BAKER HUGHES CO.,Tick_Acciones_Lider_CEDEAR
BKRD,8647,23-CEDEARS,CT,USD,0002,1.0000000,1.00000,0,AR0302010498,0,0537-BANCO COMAFI S.A.,CEDEAR BAKER HUGHES CO.,Tick_Acciones_Lider_CEDEAR
BKRC,8647,23-CEDEARS,CT,EXT,0002,1.0000000,1.00000,0,AR0302010498,0,0537-BANCO COMAFI S.A.,CEDEAR BAKER HUGHES CO.,Tick_Acciones_Lider_CEDEAR
DHR,8648,23-CEDEARS,CT,ARS,0002,1.0000000,1.00000,0,AR0002457668,0,0537-BANCO COMAFI S.A.,CEDEAR DANAHER CORP,Tick_Acciones_Lider_CEDEAR
DHRD,8648,23-CEDEARS,CT,USD,0002,1.0000000,1.00000,0,AR0002457668,0,0537-BANCO COMAFI S.A.,CEDEAR DANAHER CORP,Tick_Acciones_Lider_CEDEAR
DHRC,8648,23-CEDEARS,CT,EXT,0002,1.0000000,1.00000,0,AR0002457668,0,0537-BANCO COMAFI S.A.,CEDEAR DANAHER CORP,Tick_Acciones_Lider_CEDEAR
GT,8649,23-CEDEARS,CT,ARS,0002,1.0000000,1.00000,0,AR0539172129,0,0537-BANCO COMAFI S.A.,CEDEAR GOODYEAR TIRE & RUBBER,Tick_Acciones_Lider_CEDEAR
GTD,8649,23-CEDEARS,CT,USD,0002,1.0000000,1.00000,0,AR0539172129,0,0537-BANCO COMAFI S.A.,CEDEAR GOODYEAR TIRE & RUBBER,Tick_Acciones_Lider_CEDEAR
GTC,8649,23-CEDEARS,CT,EXT,0002,1.0000000,1.00000,0,AR0539172129,0,0537-BANCO COMAFI S.A.,CEDEAR GOODYEAR TIRE & RUBBER,Tick_Acciones_Lider_CEDEAR
NXE,8652,23-CEDEARS,CT,ARS,0002,1.0000000,1.00000,0,AR0220648593,0,0537-BANCO COMAFI S.A.,CEDEAR NEXGEN ENERGY,Tick_Acciones_Lider_CEDEAR
NXED,8652,23-CEDEARS,CT,USD,0002,1.0000000,1.00000,0,AR0220648593,0,0537-BANCO COMAFI S.A.,CEDEAR NEXGEN ENERGY,Tick_Acciones_Lider_CEDEAR
NXEC,8652,23-CEDEARS,CT,EXT,0002,1.0000000,1.00000,0,AR0220648593,0,0537-BANCO COMAFI S.A.,CEDEAR NEXGEN ENERGY,Tick_Acciones_Lider_CEDEAR
PETRD,8602,23-CEDEARS,CT,USD,0002,1.0000000,1.00000,0,ARCAVA4601L7,0,0560-CAJA DE VALORES S.A.,CEDEAR PETROLEO BRASILEIRO S.A,Tick_Acciones_Lider_CEDEAR
PETRC,8602,23-CEDEARS,CT,EXT,0002,1.0000000,1.00000,0,ARCAVA4601L7,0,0560-CAJA DE VALORES S.A.,CEDEAR PETROLEO BRASILEIRO S.A,Tick_Acciones_Lider_CEDEAR
BBDCD,8603,23-CEDEARS,CT,USD,0002,1.0000000,1.00000,0,ARCAVA4601M5,0,0560-CAJA DE VALORES S.A.,CEDEAR BANCO BRADESCO S.A.,Tick_Acciones_Lider_CEDEAR
BBDCC,8603,23-CEDEARS,CT,EXT,0002,1.0000000,1.00000,0,ARCAVA4601M5,0,0560-CAJA DE VALORES S.A.,CEDEAR BANCO BRADESCO S.A.,Tick_Acciones_Lider_CEDEAR
ITU3D,8605,23-CEDEARS,CT,USD,0002,1.0000000,1.00000,0,ARCAVA4601O1,1,0560-CAJA DE VALORES S.A.,CEDEAR BANCO ITAU UNIBANCO SA,Tick_Acciones_Lider_CEDEAR
ITU3C,8605,23-CEDEARS,CT,EXT,0002,1.0000000,1.00000,0,ARCAVA4601O1,0,0560-CAJA DE VALORES S.A.,CEDEAR BANCO ITAU UNIBANCO SA,Tick_Acciones_Lider_CEDEAR
SUZBD,8611,23-CEDEARS,CT,USD,0002,1.0000000,1.00000,0,ARCAVA4601V6,0,0560-CAJA DE VALORES S.A.,CEDEAR SUZANO S.A,Tick_Acciones_Lider_CEDEAR
SUZBC,8611,23-CEDEARS,CT,EXT,0002,1.0000000,1.00000,0,ARCAVA4601V6,0,0560-CAJA DE VALORES S.A.,CEDEAR SUZANO S.A,Tick_Acciones_Lider_CEDEAR
ABE3D,8612,23-CEDEARS,CT,USD,0002,1.0000000,1.00000,0,ARCAVA4601Y0,1,0560-CAJA DE VALORES S.A.,CEDEAR AMBEV S.A,Tick_Acciones_Lider_CEDEAR
NTCO3,8619,23-CEDEARS,CT,ARS,0002,1.0000000,1.00000,0,ARCAVA460271,2,0560-CAJA DE VALORES S.A.,CEDEAR NATURA CO HOLDING S.A.,Tick_Acciones_Lider_CEDEAR
WEGE3,8620,23-CEDEARS,CT,ARS,0002,1.0000000,1.00000,0,ARCAVA460289,0,0560-CAJA DE VALORES S.A.,CEDEAR WEG S.A.,Tick_Acciones_Lider_CEDEAR
SBSP3,8623,23-CEDEARS,CT,ARS,0002,1.0000000,1.00000,0,ARCAVA4601W4,0,0560-CAJA DE VALORES S.A.,CEDEAR CIA DE SANEAMIENTO BASI,Tick_Acciones_Lider_CEDEAR
VIVT3,8624,23-CEDEARS,CT,ARS,0002,1.0000000,1.00000,0,ARCAVA4601X2,0,0560-CAJA DE VALORES S.A.,CEDEAR TELEFONICA BRASIL S.A.,Tick_Acciones_Lider_CEDEAR
TIMS3,8625,23-CEDEARS,CT,ARS,0002,1.0000000,1.00000,0,ARCAVA4601Z7,0,0560-CAJA DE VALORES S.A.,CEDEAR TIM S.A.,Tick_Acciones_Lider_CEDEAR
ABE3C,8612,23-CEDEARS,CT,EXT,0002,1.0000000,1.00000,0,ARCAVA4601Y0,0,0560-CAJA DE VALORES S.A.,CEDEAR AMBEV S.A,Tick_Acciones_Lider_CEDEAR
CSNAD,8617,23-CEDEARS,CT,USD,0002,1.0000000,1.00000,0,ARCAVA460255,1,0560-CAJA DE VALORES S.A.,CEDEAR COMPANHIA SIDERURGICA N,Tick_Acciones_Lider_CEDEAR
NLM,8398,23-CEDEARS,CT,ARS,0002,1.0000000,1.00000,0,ARDEUT114725,2,0383-DEUTSCHE BANK S.A.,CEDEAR OJSK NOVOLIPETSK STEEL,Tick_Acciones_Lider_CEDEAR
NMR,8298,23-CEDEARS,CT,ARS,0002,1.0000000,1.00000,0,ARDEUT113024,0,0383-DEUTSCHE BANK S.A.,CEDEAR NOMURA HOLDINGS INC,Tick_Acciones_Lider_CEDEAR
NSAN,8299,23-CEDEARS,CT,ARS,0002,1.0000000,1.00000,0,ARDEUT113032,0,0383-DEUTSCHE BANK S.A.,CEDEAR NISSAN MOTOR CO LTD,Tick_Acciones_Lider_CEDEAR
PBI,8143,23-CEDEARS,CT,ARS,0002,1.0000000,1.00000,0,ARDEUT111382,0,0383-DEUTSCHE BANK S.A.,CEDEAR PITNEY BOWES INC.,Tick_Acciones_Lider_CEDEAR
PHG,8059,23-CEDEARS,CT,ARS,0002,1.0000000,1.00000,0,ARDEUT110558,0,0383-DEUTSCHE BANK S.A.,CEDEAR ROYAL PHILIPS ELECTRONI,Tick_Acciones_Lider_CEDEAR
PSO,8362,23-CEDEARS,CT,ARS,0002,1.0000000,1.00000,0,ARDEUT113966,0,0383-DEUTSCHE BANK S.A.,CEDEAR PEARSON PLC,Tick_Acciones_Lider_CEDEAR
SMSN,8413,23-CEDEARS,CT,ARS,0002,1.0000000,1.00000,0,ARDEUT115359,0,0383-DEUTSCHE BANK S.A.,CEDEAR SAMSUNG ELECTRONICS CO,Tick_Acciones_Lider_CEDEAR
TV,8219,23-CEDEARS,CT,ARS,0002,1.0000000,1.00000,0,ARDEUT112133,0,0383-DEUTSCHE BANK S.A.,CEDEAR GRUPO TELEVISA SA ADR,Tick_Acciones_Lider_CEDEAR
BBVC,8229,23-CEDEARS,CT,EXT,0002,1.0000000,1.00000,0,ARDEUT112232,2,0383-DEUTSCHE BANK S.A.,CEDEAR BANCO BILBAO VIZCAYA SP,Tick_Acciones_Lider_CEDEAR
BIOXB,8530,23-CEDEARS,CT,ARS,0002,1.0000000,150.00000,1,ARBCOM4603K3,0,0537-BANCO COMAFI S.A.,CEDEAR BIOCERES CROP SOLUTIONS,Tick_Acciones_Lider_CEDEAR
AVY.B,8075,23-CEDEARS,CT,ARS,0002,1.0000000,150.00000,1,ARDEUT110707,0,0383-DEUTSCHE BANK S.A.,CEDEAR AVERY DENNISON CORPORAT,Tick_Acciones_Lider_CEDEAR
AVYDB,8075,23-CEDEARS,CT,USD,0002,1.0000000,150.00000,1,ARDEUT110707,0,0383-DEUTSCHE BANK S.A.,CEDEAR AVERY DENNISON CORPORAT,Tick_Acciones_Lider_CEDEAR
AVYCB,8075,23-CEDEARS,CT,EXT,0002,1.0000000,150.00000,1,ARDEUT110707,1,0383-DEUTSCHE BANK S.A.,CEDEAR AVERY DENNISON CORPORAT,Tick_Acciones_Lider_CEDEAR
NOKAB,8057,23-CEDEARS,CT,ARS,0002,1.0000000,150.00000,1,ARDEUT110533,1,0383-DEUTSCHE BANK S.A.,CEDEAR NOKIA CORPORATION ESCRI,Tick_Acciones_Lider_CEDEAR
NFLXB,8474,23-CEDEARS,CT,ARS,0002,1.0000000,150.00000,1,ARBCOM4601D2,2,0537-BANCO COMAFI S.A.,"CEDEAR NETFLIX, INC.",Tick_Acciones_Lider_CEDEAR
AMDDB,8481,23-CEDEARS,CT,USD,0002,1.0000000,150.00000,1,ARBCOM4601M3,0,0537-BANCO COMAFI S.A.,"CEDEAR ADVANCED MICRO DEVICES,",Tick_Acciones_Lider_CEDEAR
AMDCB,8481,23-CEDEARS,CT,EXT,0002,1.0000000,150.00000,1,ARBCOM4601M3,1,0537-BANCO COMAFI S.A.,"CEDEAR ADVANCED MICRO DEVICES,",Tick_Acciones_Lider_CEDEAR
AAPCB,8445,23-CEDEARS,CT,EXT,0002,1.0000000,150.00000,1,ARDEUT116183,0,0383-DEUTSCHE BANK S.A.,CEDEAR APPLE INC.,Tick_Acciones_Lider_CEDEAR
AXP.B,8009,23-CEDEARS,CT,ARS,0002,1.0000000,150.00000,1,ARDEUT110046,0,0383-DEUTSCHE BANK S.A.,CEDEAR AMERICAN EXPRESS COMPAN,Tick_Acciones_Lider_CEDEAR
CAT.B,8012,23-CEDEARS,CT,ARS,0002,1.0000000,150.00000,1,ARDEUT110079,0,0383-DEUTSCHE BANK S.A.,CEDEAR CATERPILLAR INC. ESCRIT,Tick_Acciones_Lider_CEDEAR
SBUDB,8154,23-CEDEARS,CT,USD,0002,1.0000000,150.00000,1,ARDEUT111481,1,0383-DEUTSCHE BANK S.A.,CEDEAR STARBUCKS CORP. ESC.,Tick_Acciones_Lider_CEDEAR
ORLY,8653,23-CEDEARS,CT,ARS,0002,1.0000000,1.00000,0,AR0876089472,0,0537-BANCO COMAFI S.A.,CEDEAR O'REILLY AUTOMOTIVE INC,Tick_Acciones_Lider_CEDEAR
ORLYD,8653,23-CEDEARS,CT,USD,0002,1.0000000,1.00000,0,AR0876089472,0,0537-BANCO COMAFI S.A.,CEDEAR O'REILLY AUTOMOTIVE INC,Tick_Acciones_Lider_CEDEAR
ORLYC,8653,23-CEDEARS,CT,EXT,0002,1.0000000,1.00000,0,AR0876089472,0,0537-BANCO COMAFI S.A.,CEDEAR O'REILLY AUTOMOTIVE INC,Tick_Acciones_Lider_CEDEAR
TJX,8654,23-CEDEARS,CT,ARS,0002,1.0000000,1.00000,0,AR0831219149,0,0537-BANCO COMAFI S.A.,CEDEAR TJX COMPANIES INC./THE,Tick_Acciones_Lider_CEDEAR
TJXD,8654,23-CEDEARS,CT,USD,0002,1.0000000,1.00000,0,AR0831219149,0,0537-BANCO COMAFI S.A.,CEDEAR TJX COMPANIES INC./THE,Tick_Acciones_Lider_CEDEAR
TJXC,8654,23-CEDEARS,CT,EXT,0002,1.0000000,1.00000,0,AR0831219149,0,0537-BANCO COMAFI S.A.,CEDEAR TJX COMPANIES INC./THE,Tick_Acciones_Lider_CEDEAR
EQNR,8655,23-CEDEARS,CT,ARS,0002,1.0000000,1.00000,0,AR0626892837,0,0537-BANCO COMAFI S.A.,CEDEAR EQUINOR ASA,Tick_Acciones_Lider_CEDEAR
EQNRD,8655,23-CEDEARS,CT,USD,0002,1.0000000,1.00000,0,AR0626892837,1,0537-BANCO COMAFI S.A.,CEDEAR EQUINOR ASA,Tick_Acciones_Lider_CEDEAR
EQNRC,8655,23-CEDEARS,CT,EXT,0002,1.0000000,1.00000,0,AR0626892837,1,0537-BANCO COMAFI S.A.,CEDEAR EQUINOR ASA,Tick_Acciones_Lider_CEDEAR
ARM,8656,23-CEDEARS,CT,ARS,0002,1.0000000,1.00000,0,AR0489277225,0,0537-BANCO COMAFI S.A.,CEDEAR ARM HOLDINGS PLC,Tick_Acciones_Lider_CEDEAR
ARMD,8656,23-CEDEARS,CT,USD,0002,1.0000000,1.00000,0,AR0489277225,1,0537-BANCO COMAFI S.A.,CEDEAR ARM HOLDINGS PLC,Tick_Acciones_Lider_CEDEAR
ARMC,8656,23-CEDEARS,CT,EXT,0002,1.0000000,1.00000,0,AR0489277225,1,0537-BANCO COMAFI S.A.,CEDEAR ARM HOLDINGS PLC,Tick_Acciones_Lider_CEDEAR
ISRG,8650,23-CEDEARS,CT,ARS,0002,1.0000000,1.00000,0,AR0902369476,0,0537-BANCO COMAFI S.A.,CEDEAR INTUITIVE SURGICAL INC.,Tick_Acciones_Lider_CEDEAR
ISRGD,8650,23-CEDEARS,CT,USD,0002,1.0000000,1.00000,0,AR0902369476,1,0537-BANCO COMAFI S.A.,CEDEAR INTUITIVE SURGICAL INC.,Tick_Acciones_Lider_CEDEAR
ISRGC,8650,23-CEDEARS,CT,EXT,0002,1.0000000,1.00000,0,AR0902369476,1,0537-BANCO COMAFI S.A.,CEDEAR INTUITIVE SURGICAL INC.,Tick_Acciones_Lider_CEDEAR
CSNAC,8617,23-CEDEARS,CT,EXT,0002,1.0000000,1.00000,0,ARCAVA460255,0,0560-CAJA DE VALORES S.A.,CEDEAR COMPANHIA SIDERURGICA N,Tick_Acciones_Lider_CEDEAR
NTC3D,8619,23-CEDEARS,CT,USD,0002,1.0000000,1.00000,0,ARCAVA460271,2,0560-CAJA DE VALORES S.A.,CEDEAR NATURA CO HOLDING S.A.,Tick_Acciones_Lider_CEDEAR
