symbol,CVSAId,category,market,currency,settlPeriod,lotSize,minimumSize,block,isin,instrumentStatus,issuer,securityDescription,tickPriceId
TLCDD,55985,05-OBLI. NEGOCIABLES,CT,USD,0001,1.0000000,1.00000,0,ARTECO5600E0,1,0365-TELECOM ARGENTINA S.,ON TELECOM ARG CL.12 V.09/03/2,Tick_Bonos
TLCDC,55985,05-OBLI. NEGOCIABLES,CT,EXT,0002,1.0000000,1.00000,0,ARTECO5600E0,1,0365-TELECOM ARGENTINA S.,ON TELECOM ARG CL.12 V.09/03/2,Tick_Bonos
TLCDC,55985,05-OBLI. NEGOCIABLES,CT,EXT,0001,1.0000000,1.00000,0,ARTECO5600E0,1,0365-TELECOM ARGENTINA S.,ON TELECOM ARG CL.12 V.09/03/2,Tick_Bonos
BGC4O,58984,05-OBLI. NEGOCIABLES,CT,ARS,0002,1.0000000,1200.00000,0,AR0401371130,0,0707-BANCO PATAGONIA S.A.,ON BANCO PATAGONIA CL.4 13/11/,Tick_Bonos
BGC4X,58984,05-OBLI. NEGOCIABLES,CT,ARS,0002,1.0000000,1200.00000,1,AR0401371130,0,0707-BANCO PATAGONIA S.A.,ON BANCO PATAGONIA CL.4 13/11/,Tick_Bonos
BGC4D,58984,05-OBLI. NEGOCIABLES,CT,USD,0002,1.0000000,1200.00000,0,AR0401371130,0,0707-BANCO PATAGONIA S.A.,ON BANCO PATAGONIA CL.4 13/11/,Tick_Bonos
GMCKO,56149,05-OBLI. NEGOCIABLES,CT,ARS,0002,100.0000000,100.00000,0,ARGEME5600L2,0,4401-GENERACION MEDITERRA,ON GEN. MEDITERRANEA CL.19 U$S,Tick_Bonos
GMCKO,56149,05-OBLI. NEGOCIABLES,CT,ARS,0001,100.0000000,100.00000,0,ARGEME5600L2,0,4401-GENERACION MEDITERRA,ON GEN. MEDITERRANEA CL.19 U$S,Tick_Bonos
GMCKD,56149,05-OBLI. NEGOCIABLES,CT,USD,0002,100.0000000,100.00000,0,ARGEME5600L2,0,4401-GENERACION MEDITERRA,ON GEN. MEDITERRANEA CL.19 U$S,Tick_Bonos
GMCKD,56149,05-OBLI. NEGOCIABLES,CT,USD,0001,100.0000000,100.00000,0,ARGEME5600L2,0,4401-GENERACION MEDITERRA,ON GEN. MEDITERRANEA CL.19 U$S,Tick_Bonos
GMCKC,56149,05-OBLI. NEGOCIABLES,CT,EXT,0002,100.0000000,100.00000,0,ARGEME5600L2,0,4401-GENERACION MEDITERRA,ON GEN. MEDITERRANEA CL.19 U$S,Tick_Bonos
GMCKC,56149,05-OBLI. NEGOCIABLES,CT,EXT,0001,100.0000000,100.00000,0,ARGEME5600L2,0,4401-GENERACION MEDITERRA,ON GEN. MEDITERRANEA CL.19 U$S,Tick_Bonos
HBCBZ,59004,05-OBLI. NEGOCIABLES,CT,EXT,0002,1.0000000,1000000.00000,1,AR0866487363,0,0501-BANCO HIPOTECARIO NA,ON BANCO HIPOTECARIO CL.11 20/,Tick_Bonos
HBCDO,59005,05-OBLI. NEGOCIABLES,CT,ARS,0002,1000.0000000,1000.00000,0,AR0151686091,0,0501-BANCO HIPOTECARIO NA,ON BANCO HIPOTECARIO CL.12 20/,Tick_Bonos
HBCDX,59005,05-OBLI. NEGOCIABLES,CT,ARS,0002,1.0000000,1000.00000,1,AR0151686091,0,0501-BANCO HIPOTECARIO NA,ON BANCO HIPOTECARIO CL.12 20/,Tick_Bonos
HBCDD,59005,05-OBLI. NEGOCIABLES,CT,USD,0002,1000.0000000,1000.00000,0,AR0151686091,0,0501-BANCO HIPOTECARIO NA,ON BANCO HIPOTECARIO CL.12 20/,Tick_Bonos
HBCDY,59005,05-OBLI. NEGOCIABLES,CT,USD,0002,1.0000000,1000.00000,1,AR0151686091,0,0501-BANCO HIPOTECARIO NA,ON BANCO HIPOTECARIO CL.12 20/,Tick_Bonos
HBCDC,59005,05-OBLI. NEGOCIABLES,CT,EXT,0002,1000.0000000,1000.00000,0,AR0151686091,0,0501-BANCO HIPOTECARIO NA,ON BANCO HIPOTECARIO CL.12 20/,Tick_Bonos
HBCDZ,59005,05-OBLI. NEGOCIABLES,CT,EXT,0002,1.0000000,1000.00000,1,AR0151686091,0,0501-BANCO HIPOTECARIO NA,ON BANCO HIPOTECARIO CL.12 20/,Tick_Bonos
AER4O,82083,05-OBLI. NEGOCIABLES,CT,ARS,0002,1.0000000,1.00000,0,XS2405877007,0,3913-AEROPUERTOS ARGENTIN,"ON AA2000 REGS 9,5% V.01/11/20",Tick_Bonos
AER4O,82083,05-OBLI. NEGOCIABLES,CT,ARS,0001,1.0000000,1.00000,0,XS2405877007,0,3913-AEROPUERTOS ARGENTIN,"ON AA2000 REGS 9,5% V.01/11/20",Tick_Bonos
AER4D,82083,05-OBLI. NEGOCIABLES,CT,USD,0002,1.0000000,1.00000,0,XS2405877007,0,3913-AEROPUERTOS ARGENTIN,"ON AA2000 REGS 9,5% V.01/11/20",Tick_Bonos
AER4D,82083,05-OBLI. NEGOCIABLES,CT,USD,0001,1.0000000,1.00000,0,XS2405877007,0,3913-AEROPUERTOS ARGENTIN,"ON AA2000 REGS 9,5% V.01/11/20",Tick_Bonos
AER4C,82083,05-OBLI. NEGOCIABLES,CT,EXT,0002,1.0000000,1.00000,0,XS2405877007,0,3913-AEROPUERTOS ARGENTIN,"ON AA2000 REGS 9,5% V.01/11/20",Tick_Bonos
AER4C,82083,05-OBLI. NEGOCIABLES,CT,EXT,0001,1.0000000,1.00000,0,XS2405877007,0,3913-AEROPUERTOS ARGENTIN,"ON AA2000 REGS 9,5% V.01/11/20",Tick_Bonos
BGC4Y,58984,05-OBLI. NEGOCIABLES,CT,USD,0002,1.0000000,1200.00000,1,AR0401371130,0,0707-BANCO PATAGONIA S.A.,ON BANCO PATAGONIA CL.4 13/11/,Tick_Bonos
BGC4C,58984,05-OBLI. NEGOCIABLES,CT,EXT,0002,1.0000000,1200.00000,0,AR0401371130,0,0707-BANCO PATAGONIA S.A.,ON BANCO PATAGONIA CL.4 13/11/,Tick_Bonos
BGC4Z,58984,05-OBLI. NEGOCIABLES,CT,EXT,0002,1.0000000,1200.00000,1,AR0401371130,0,0707-BANCO PATAGONIA S.A.,ON BANCO PATAGONIA CL.4 13/11/,Tick_Bonos
BGC4C,58984,05-OBLI. NEGOCIABLES,CT,EXT,0001,1.0000000,1200.00000,0,AR0401371130,0,0707-BANCO PATAGONIA S.A.,ON BANCO PATAGONIA CL.4 13/11/,Tick_Bonos
DN17O,84861,05-OBLI. NEGOCIABLES,CT,ARS,0002,100.0000000,100.00000,0,USP3710FAY09,0,0556-EDENOR S.A.,ON EDENOR S. A. CL VII (AD.) V,Tick_Bonos
DN17X,84861,05-OBLI. NEGOCIABLES,CT,ARS,0002,1.0000000,100.00000,1,USP3710FAY09,0,0556-EDENOR S.A.,ON EDENOR S. A. CL VII (AD.) V,Tick_Bonos
DN17D,84861,05-OBLI. NEGOCIABLES,CT,USD,0002,100.0000000,100.00000,0,USP3710FAY09,0,0556-EDENOR S.A.,ON EDENOR S. A. CL VII (AD.) V,Tick_Bonos
DN17Y,84861,05-OBLI. NEGOCIABLES,CT,USD,0002,1.0000000,100.00000,1,USP3710FAY09,0,0556-EDENOR S.A.,ON EDENOR S. A. CL VII (AD.) V,Tick_Bonos
DN17C,84861,05-OBLI. NEGOCIABLES,CT,EXT,0002,100.0000000,100.00000,0,USP3710FAY09,0,0556-EDENOR S.A.,ON EDENOR S. A. CL VII (AD.) V,Tick_Bonos
DN17Z,84861,05-OBLI. NEGOCIABLES,CT,EXT,0002,1.0000000,100.00000,1,USP3710FAY09,0,0556-EDENOR S.A.,ON EDENOR S. A. CL VII (AD.) V,Tick_Bonos
AER4X,82083,05-OBLI. NEGOCIABLES,CT,ARS,0002,1.0000000,1.00000,1,XS2405877007,0,3913-AEROPUERTOS ARGENTIN,"ON AA2000 REGS 9,5% V.01/11/20",Tick_Bonos
AER4X,82083,05-OBLI. NEGOCIABLES,CT,ARS,0001,1.0000000,1.00000,1,XS2405877007,0,3913-AEROPUERTOS ARGENTIN,"ON AA2000 REGS 9,5% V.01/11/20",Tick_Bonos
AER4Y,82083,05-OBLI. NEGOCIABLES,CT,USD,0002,1.0000000,1.00000,1,XS2405877007,0,3913-AEROPUERTOS ARGENTIN,"ON AA2000 REGS 9,5% V.01/11/20",Tick_Bonos
AER4Y,82083,05-OBLI. NEGOCIABLES,CT,USD,0001,1.0000000,1.00000,1,XS2405877007,0,3913-AEROPUERTOS ARGENTIN,"ON AA2000 REGS 9,5% V.01/11/20",Tick_Bonos
AER4Z,82083,05-OBLI. NEGOCIABLES,CT,EXT,0002,1.0000000,1.00000,1,XS2405877007,0,3913-AEROPUERTOS ARGENTIN,"ON AA2000 REGS 9,5% V.01/11/20",Tick_Bonos
AER4Z,82083,05-OBLI. NEGOCIABLES,CT,EXT,0001,1.0000000,1.00000,1,XS2405877007,0,3913-AEROPUERTOS ARGENTIN,"ON AA2000 REGS 9,5% V.01/11/20",Tick_Bonos
BGC4Z,58984,05-OBLI. NEGOCIABLES,CT,EXT,0001,1.0000000,1200.00000,1,AR0401371130,0,0707-BANCO PATAGONIA S.A.,ON BANCO PATAGONIA CL.4 13/11/,Tick_Bonos
BGC4O,58984,05-OBLI. NEGOCIABLES,CT,ARS,0001,1.0000000,1200.00000,0,AR0401371130,0,0707-BANCO PATAGONIA S.A.,ON BANCO PATAGONIA CL.4 13/11/,Tick_Bonos
BGC4D,58984,05-OBLI. NEGOCIABLES,CT,USD,0001,1.0000000,1200.00000,0,AR0401371130,0,0707-BANCO PATAGONIA S.A.,ON BANCO PATAGONIA CL.4 13/11/,Tick_Bonos
BGC4Y,58984,05-OBLI. NEGOCIABLES,CT,USD,0001,1.0000000,1200.00000,1,AR0401371130,0,0707-BANCO PATAGONIA S.A.,ON BANCO PATAGONIA CL.4 13/11/,Tick_Bonos
BGC4X,58984,05-OBLI. NEGOCIABLES,CT,ARS,0001,1.0000000,1200.00000,1,AR0401371130,0,0707-BANCO PATAGONIA S.A.,ON BANCO PATAGONIA CL.4 13/11/,Tick_Bonos
PSSYX,58498,05-OBLI. NEGOCIABLES,CT,ARS,0002,1.0000000,1.00000,1,AR0081898659,0,4034-PSA FINANCE ARGENTIN,ON PSA FINANCE S.32 V.28/02/20,Tick_Bonos
PFC2X,58783,05-OBLI. NEGOCIABLES,CT,ARS,0002,1.0000000,1.00000,1,AR0416362439,0,6897-PROFERTIL S.A,ON PROFERTIL CL.2 V.14/07/27 U,Tick_Bonos
PFC2Y,58783,05-OBLI. NEGOCIABLES,CT,USD,0002,1.0000000,1.00000,1,AR0416362439,0,6897-PROFERTIL S.A,ON PROFERTIL CL.2 V.14/07/27 U,Tick_Bonos
PFC2Z,58783,05-OBLI. NEGOCIABLES,CT,EXT,0002,1.0000000,1.00000,1,AR0416362439,0,6897-PROFERTIL S.A,ON PROFERTIL CL.2 V.14/07/27 U,Tick_Bonos
PFC2X,58783,05-OBLI. NEGOCIABLES,CT,ARS,0001,1.0000000,1.00000,1,AR0416362439,0,6897-PROFERTIL S.A,ON PROFERTIL CL.2 V.14/07/27 U,Tick_Bonos
AFCIO,58974,05-OBLI. NEGOCIABLES,CT,ARS,0002,1.0000000,1100.00000,0,AR0736238632,0,0537-BANCO COMAFI S.A.,ON BANCO COMAFI CL.17 07/11/26,Tick_Bonos
AFCIX,58974,05-OBLI. NEGOCIABLES,CT,ARS,0002,1.0000000,1100.00000,1,AR0736238632,0,0537-BANCO COMAFI S.A.,ON BANCO COMAFI CL.17 07/11/26,Tick_Bonos
AFCID,58974,05-OBLI. NEGOCIABLES,CT,USD,0002,1.0000000,1100.00000,0,AR0736238632,0,0537-BANCO COMAFI S.A.,ON BANCO COMAFI CL.17 07/11/26,Tick_Bonos
AFCIY,58974,05-OBLI. NEGOCIABLES,CT,USD,0002,1.0000000,1100.00000,1,AR0736238632,0,0537-BANCO COMAFI S.A.,ON BANCO COMAFI CL.17 07/11/26,Tick_Bonos
PSSYY,58498,05-OBLI. NEGOCIABLES,CT,USD,0002,1.0000000,1.00000,1,AR0081898659,1,4034-PSA FINANCE ARGENTIN,ON PSA FINANCE S.32 V.28/02/20,Tick_Bonos
PSSYZ,58498,05-OBLI. NEGOCIABLES,CT,EXT,0002,1.0000000,1.00000,1,AR0081898659,1,4034-PSA FINANCE ARGENTIN,ON PSA FINANCE S.32 V.28/02/20,Tick_Bonos
BYCWO,58985,05-OBLI. NEGOCIABLES,CT,ARS,0002,1000.0000000,1000.00000,0,AR0098652693,0,0011-BANCO DE GALICIA Y B,ON BANCO GALICIA CL.30 30/11/2,Tick_Bonos
BYCWX,58985,05-OBLI. NEGOCIABLES,CT,ARS,0002,1.0000000,1000.00000,1,AR0098652693,1,0011-BANCO DE GALICIA Y B,ON BANCO GALICIA CL.30 30/11/2,Tick_Bonos
BYCWD,58985,05-OBLI. NEGOCIABLES,CT,USD,0002,1000.0000000,1000.00000,0,AR0098652693,0,0011-BANCO DE GALICIA Y B,ON BANCO GALICIA CL.30 30/11/2,Tick_Bonos
BYCWY,58985,05-OBLI. NEGOCIABLES,CT,USD,0002,1.0000000,1000.00000,1,AR0098652693,1,0011-BANCO DE GALICIA Y B,ON BANCO GALICIA CL.30 30/11/2,Tick_Bonos
BYCWC,58985,05-OBLI. NEGOCIABLES,CT,EXT,0002,1000.0000000,1000.00000,0,AR0098652693,0,0011-BANCO DE GALICIA Y B,ON BANCO GALICIA CL.30 30/11/2,Tick_Bonos
BYCWZ,58985,05-OBLI. NEGOCIABLES,CT,EXT,0002,1.0000000,1000.00000,1,AR0098652693,1,0011-BANCO DE GALICIA Y B,ON BANCO GALICIA CL.30 30/11/2,Tick_Bonos
BDCKO,58986,05-OBLI. NEGOCIABLES,CT,ARS,0002,1.0000000,1000000.00000,0,AR0493622127,0,2619-BANCO DE CREDITO Y S,ON BACS CL.19 14/11/26 $,Tick_Bonos
BDCKX,58986,05-OBLI. NEGOCIABLES,CT,ARS,0002,1.0000000,1000000.00000,1,AR0493622127,0,2619-BANCO DE CREDITO Y S,ON BACS CL.19 14/11/26 $,Tick_Bonos
PFC2Y,58783,05-OBLI. NEGOCIABLES,CT,USD,0001,1.0000000,1.00000,1,AR0416362439,0,6897-PROFERTIL S.A,ON PROFERTIL CL.2 V.14/07/27 U,Tick_Bonos
PFC2Z,58783,05-OBLI. NEGOCIABLES,CT,EXT,0001,1.0000000,1.00000,1,AR0416362439,0,6897-PROFERTIL S.A,ON PROFERTIL CL.2 V.14/07/27 U,Tick_Bonos
EMC1C,58770,05-OBLI. NEGOCIABLES,CT,EXT,0001,1.0000000,1.00000,0,AR0339892116,0,7650-COMPANIA MEGA S. A.,ON COMPANIA MEGA CL.1 U$S CG,Tick_Bonos
EMC1O,58770,05-OBLI. NEGOCIABLES,CT,ARS,0001,1.0000000,1.00000,0,AR0339892116,0,7650-COMPANIA MEGA S. A.,ON COMPANIA MEGA CL.1 U$S CG,Tick_Bonos
TLC1X,80567,05-OBLI. NEGOCIABLES,CT,ARS,0002,1.0000000,1.00000,1,USP9028NAV30,0,0365-TELECOM ARGENTINA S.,ON TELECOM ARGENTINA 8% V.18/0,Tick_Bonos
TLC1X,80567,05-OBLI. NEGOCIABLES,CT,ARS,0001,1.0000000,1.00000,1,USP9028NAV30,0,0365-TELECOM ARGENTINA S.,ON TELECOM ARGENTINA 8% V.18/0,Tick_Bonos
SPC1C,56233,05-OBLI. NEGOCIABLES,CT,EXT,0002,1.0000000,1.00000,0,ARSPIE560011,1,7256-SPY ENERGY SA,ON SPI ENERGY SA CL.1 US$ V.27,Tick_Bonos
SPC1C,56233,05-OBLI. NEGOCIABLES,CT,EXT,0001,1.0000000,1.00000,0,ARSPIE560011,1,7256-SPY ENERGY SA,ON SPI ENERGY SA CL.1 US$ V.27,Tick_Bonos
AFCIC,58974,05-OBLI. NEGOCIABLES,CT,EXT,0002,1.0000000,1100.00000,0,AR0736238632,0,0537-BANCO COMAFI S.A.,ON BANCO COMAFI CL.17 07/11/26,Tick_Bonos
AFCIZ,58974,05-OBLI. NEGOCIABLES,CT,EXT,0002,1.0000000,1100.00000,1,AR0736238632,0,0537-BANCO COMAFI S.A.,ON BANCO COMAFI CL.17 07/11/26,Tick_Bonos
AFCIC,58974,05-OBLI. NEGOCIABLES,CT,EXT,0001,1.0000000,1100.00000,0,AR0736238632,0,0537-BANCO COMAFI S.A.,ON BANCO COMAFI CL.17 07/11/26,Tick_Bonos
AFCIZ,58974,05-OBLI. NEGOCIABLES,CT,EXT,0001,1.0000000,1100.00000,1,AR0736238632,0,0537-BANCO COMAFI S.A.,ON BANCO COMAFI CL.17 07/11/26,Tick_Bonos
AFCIO,58974,05-OBLI. NEGOCIABLES,CT,ARS,0001,1.0000000,1100.00000,0,AR0736238632,0,0537-BANCO COMAFI S.A.,ON BANCO COMAFI CL.17 07/11/26,Tick_Bonos
AFCID,58974,05-OBLI. NEGOCIABLES,CT,USD,0001,1.0000000,1100.00000,0,AR0736238632,0,0537-BANCO COMAFI S.A.,ON BANCO COMAFI CL.17 07/11/26,Tick_Bonos
AFCIX,58974,05-OBLI. NEGOCIABLES,CT,ARS,0001,1.0000000,1100.00000,1,AR0736238632,0,0537-BANCO COMAFI S.A.,ON BANCO COMAFI CL.17 07/11/26,Tick_Bonos
AFCIY,58974,05-OBLI. NEGOCIABLES,CT,USD,0001,1.0000000,1100.00000,1,AR0736238632,0,0537-BANCO COMAFI S.A.,ON BANCO COMAFI CL.17 07/11/26,Tick_Bonos
BDCKD,58986,05-OBLI. NEGOCIABLES,CT,USD,0002,1.0000000,1000000.00000,0,AR0493622127,0,2619-BANCO DE CREDITO Y S,ON BACS CL.19 14/11/26 $,Tick_Bonos
BDCKY,58986,05-OBLI. NEGOCIABLES,CT,USD,0002,1.0000000,1000000.00000,1,AR0493622127,0,2619-BANCO DE CREDITO Y S,ON BACS CL.19 14/11/26 $,Tick_Bonos
BDCKC,58986,05-OBLI. NEGOCIABLES,CT,EXT,0002,1.0000000,1000000.00000,0,AR0493622127,0,2619-BANCO DE CREDITO Y S,ON BACS CL.19 14/11/26 $,Tick_Bonos
BDCKZ,58986,05-OBLI. NEGOCIABLES,CT,EXT,0002,1.0000000,1000000.00000,1,AR0493622127,0,2619-BANCO DE CREDITO Y S,ON BACS CL.19 14/11/26 $,Tick_Bonos
TLCDX,55985,05-OBLI. NEGOCIABLES,CT,ARS,0002,1.0000000,1.00000,1,ARTECO5600E0,0,0365-TELECOM ARGENTINA S.,ON TELECOM ARG CL.12 V.09/03/2,Tick_Bonos
TLCDX,55985,05-OBLI. NEGOCIABLES,CT,ARS,0001,1.0000000,1.00000,1,ARTECO5600E0,0,0365-TELECOM ARGENTINA S.,ON TELECOM ARG CL.12 V.09/03/2,Tick_Bonos
BYCWC,58985,05-OBLI. NEGOCIABLES,CT,EXT,0001,1000.0000000,1000.00000,0,AR0098652693,1,0011-BANCO DE GALICIA Y B,ON BANCO GALICIA CL.30 30/11/2,Tick_Bonos
SPC1O,56233,05-OBLI. NEGOCIABLES,CT,ARS,0002,1.0000000,1.00000,0,ARSPIE560011,0,7256-SPY ENERGY SA,ON SPI ENERGY SA CL.1 US$ V.27,Tick_Bonos
SPC1D,56233,05-OBLI. NEGOCIABLES,CT,USD,0002,1.0000000,1.00000,0,ARSPIE560011,1,7256-SPY ENERGY SA,ON SPI ENERGY SA CL.1 US$ V.27,Tick_Bonos
SPC1D,56233,05-OBLI. NEGOCIABLES,CT,USD,0001,1.0000000,1.00000,0,ARSPIE560011,0,7256-SPY ENERGY SA,ON SPI ENERGY SA CL.1 US$ V.27,Tick_Bonos
SPC1O,56233,05-OBLI. NEGOCIABLES,CT,ARS,0001,1.0000000,1.00000,0,ARSPIE560011,0,7256-SPY ENERGY SA,ON SPI ENERGY SA CL.1 US$ V.27,Tick_Bonos
SPC1X,56233,05-OBLI. NEGOCIABLES,CT,ARS,0002,1.0000000,1.00000,1,ARSPIE560011,1,7256-SPY ENERGY SA,ON SPI ENERGY SA CL.1 US$ V.27,Tick_Bonos
SPC1X,56233,05-OBLI. NEGOCIABLES,CT,ARS,0001,1.0000000,1.00000,1,ARSPIE560011,0,7256-SPY ENERGY SA,ON SPI ENERGY SA CL.1 US$ V.27,Tick_Bonos
SPC1Y,56233,05-OBLI. NEGOCIABLES,CT,USD,0002,1.0000000,1.00000,1,ARSPIE560011,1,7256-SPY ENERGY SA,ON SPI ENERGY SA CL.1 US$ V.27,Tick_Bonos
SPC1Y,56233,05-OBLI. NEGOCIABLES,CT,USD,0001,1.0000000,1.00000,1,ARSPIE560011,0,7256-SPY ENERGY SA,ON SPI ENERGY SA CL.1 US$ V.27,Tick_Bonos
SPC1Z,56233,05-OBLI. NEGOCIABLES,CT,EXT,0002,1.0000000,1.00000,1,ARSPIE560011,1,7256-SPY ENERGY SA,ON SPI ENERGY SA CL.1 US$ V.27,Tick_Bonos
SPC1Z,56233,05-OBLI. NEGOCIABLES,CT,EXT,0001,1.0000000,1.00000,1,ARSPIE560011,1,7256-SPY ENERGY SA,ON SPI ENERGY SA CL.1 US$ V.27,Tick_Bonos
SPC2C,56234,05-OBLI. NEGOCIABLES,CT,EXT,0002,1.0000000,1.00000,0,ARSPIE560029,1,7256-SPY ENERGY SA,ON SPI ENERGY SA CL.2 US$ V.27,Tick_Bonos
BYC2X,91926,05-OBLI. NEGOCIABLES,CT,ARS,0002,1000.0000000,200000.00000,1,USP0R66CAA64,0,0011-BANCO DE GALICIA Y B,"ON BCO GALICIA REGS 8,25% 19/0",Tick_Bonos
BYC2X,91926,05-OBLI. NEGOCIABLES,CT,ARS,0001,1000.0000000,200000.00000,1,USP0R66CAA64,0,0011-BANCO DE GALICIA Y B,"ON BCO GALICIA REGS 8,25% 19/0",Tick_Bonos
BYC2Y,91926,05-OBLI. NEGOCIABLES,CT,USD,0002,1000.0000000,200000.00000,1,USP0R66CAA64,0,0011-BANCO DE GALICIA Y B,"ON BCO GALICIA REGS 8,25% 19/0",Tick_Bonos
BYC2Y,91926,05-OBLI. NEGOCIABLES,CT,USD,0001,1000.0000000,200000.00000,1,USP0R66CAA64,0,0011-BANCO DE GALICIA Y B,"ON BCO GALICIA REGS 8,25% 19/0",Tick_Bonos
BYC2Z,91926,05-OBLI. NEGOCIABLES,CT,EXT,0002,1000.0000000,200000.00000,1,USP0R66CAA64,0,0011-BANCO DE GALICIA Y B,"ON BCO GALICIA REGS 8,25% 19/0",Tick_Bonos
BYC2Z,91926,05-OBLI. NEGOCIABLES,CT,EXT,0001,1000.0000000,200000.00000,1,USP0R66CAA64,0,0011-BANCO DE GALICIA Y B,"ON BCO GALICIA REGS 8,25% 19/0",Tick_Bonos
GN36C,55872,05-OBLI. NEGOCIABLES,CT,EXT,0002,100.0000000,100.00000,0,AREMGA5600O4,0,3471-GENNEIA S.A.,ON GENNEIA CL. 36 U$S VTO.23/1,Tick_Bonos
GN36O,55872,05-OBLI. NEGOCIABLES,CT,ARS,0002,100.0000000,100.00000,0,AREMGA5600O4,0,3471-GENNEIA S.A.,ON GENNEIA CL. 36 U$S VTO.23/1,Tick_Bonos
GN36C,55872,05-OBLI. NEGOCIABLES,CT,EXT,0001,100.0000000,100.00000,0,AREMGA5600O4,0,3471-GENNEIA S.A.,ON GENNEIA CL. 36 U$S VTO.23/1,Tick_Bonos
GN36D,55872,05-OBLI. NEGOCIABLES,CT,USD,0002,100.0000000,100.00000,0,AREMGA5600O4,0,3471-GENNEIA S.A.,ON GENNEIA CL. 36 U$S VTO.23/1,Tick_Bonos
GN36D,55872,05-OBLI. NEGOCIABLES,CT,USD,0001,100.0000000,100.00000,0,AREMGA5600O4,0,3471-GENNEIA S.A.,ON GENNEIA CL. 36 U$S VTO.23/1,Tick_Bonos
BYCWO,58985,05-OBLI. NEGOCIABLES,CT,ARS,0001,1000.0000000,1000.00000,0,AR0098652693,0,0011-BANCO DE GALICIA Y B,ON BANCO GALICIA CL.30 30/11/2,Tick_Bonos
BYCWD,58985,05-OBLI. NEGOCIABLES,CT,USD,0001,1000.0000000,1000.00000,0,AR0098652693,0,0011-BANCO DE GALICIA Y B,ON BANCO GALICIA CL.30 30/11/2,Tick_Bonos
BYCWX,58985,05-OBLI. NEGOCIABLES,CT,ARS,0001,1.0000000,1000.00000,1,AR0098652693,1,0011-BANCO DE GALICIA Y B,ON BANCO GALICIA CL.30 30/11/2,Tick_Bonos
BYCWY,58985,05-OBLI. NEGOCIABLES,CT,USD,0001,1.0000000,1000.00000,1,AR0098652693,1,0011-BANCO DE GALICIA Y B,ON BANCO GALICIA CL.30 30/11/2,Tick_Bonos
BYCWZ,58985,05-OBLI. NEGOCIABLES,CT,EXT,0001,1.0000000,1000.00000,1,AR0098652693,1,0011-BANCO DE GALICIA Y B,ON BANCO GALICIA CL.30 30/11/2,Tick_Bonos
BDCKC,58986,05-OBLI. NEGOCIABLES,CT,EXT,0001,1.0000000,1000000.00000,0,AR0493622127,0,2619-BANCO DE CREDITO Y S,ON BACS CL.19 14/11/26 $,Tick_Bonos
BDCKZ,58986,05-OBLI. NEGOCIABLES,CT,EXT,0001,1.0000000,1000000.00000,1,AR0493622127,0,2619-BANCO DE CREDITO Y S,ON BACS CL.19 14/11/26 $,Tick_Bonos
BDCKO,58986,05-OBLI. NEGOCIABLES,CT,ARS,0001,1.0000000,1000000.00000,0,AR0493622127,0,2619-BANCO DE CREDITO Y S,ON BACS CL.19 14/11/26 $,Tick_Bonos
SPC2C,56234,05-OBLI. NEGOCIABLES,CT,EXT,0001,1.0000000,1.00000,0,ARSPIE560029,1,7256-SPY ENERGY SA,ON SPI ENERGY SA CL.2 US$ V.27,Tick_Bonos
EMC1D,58770,05-OBLI. NEGOCIABLES,CT,USD,0001,1.0000000,1.00000,0,AR0339892116,0,7650-COMPANIA MEGA S. A.,ON COMPANIA MEGA CL.1 U$S CG,Tick_Bonos
RUCDX,84114,05-OBLI. NEGOCIABLES,CT,ARS,0001,1.0000000,1.00000,1,USP7000QAJ96,0,5344-MSU ENERGY S.A.,MSU ENERGY S.A. REGS 9.75% VTO,Tick_Bonos
RUCDZ,84114,05-OBLI. NEGOCIABLES,CT,EXT,0001,1.0000000,1.00000,1,USP7000QAJ96,0,5344-MSU ENERGY S.A.,MSU ENERGY S.A. REGS 9.75% VTO,Tick_Bonos
DN17C,84861,05-OBLI. NEGOCIABLES,CT,EXT,0001,100.0000000,100.00000,0,USP3710FAY09,0,0556-EDENOR S.A.,ON EDENOR S. A. CL VII (AD.) V,Tick_Bonos
DN17O,84861,05-OBLI. NEGOCIABLES,CT,ARS,0001,100.0000000,100.00000,0,USP3710FAY09,0,0556-EDENOR S.A.,ON EDENOR S. A. CL VII (AD.) V,Tick_Bonos
DN17D,84861,05-OBLI. NEGOCIABLES,CT,USD,0001,100.0000000,100.00000,0,USP3710FAY09,0,0556-EDENOR S.A.,ON EDENOR S. A. CL VII (AD.) V,Tick_Bonos
GN36O,55872,05-OBLI. NEGOCIABLES,CT,ARS,0001,100.0000000,100.00000,0,AREMGA5600O4,0,3471-GENNEIA S.A.,ON GENNEIA CL. 36 U$S VTO.23/1,Tick_Bonos
BDCKD,58986,05-OBLI. NEGOCIABLES,CT,USD,0001,1.0000000,1000000.00000,0,AR0493622127,0,2619-BANCO DE CREDITO Y S,ON BACS CL.19 14/11/26 $,Tick_Bonos
BDCKX,58986,05-OBLI. NEGOCIABLES,CT,ARS,0001,1.0000000,1000000.00000,1,AR0493622127,0,2619-BANCO DE CREDITO Y S,ON BACS CL.19 14/11/26 $,Tick_Bonos
